asin	title	subcat1	subcat2	obj1	pb1	obj2	pb2	obj3	pb3	obj4	pb4	obj5	pb5	obj6	pb6	obj7	pb7
002643976X	Glencoe Accounting: 1st Year Course, Adventure Travels 4th Edition	New, Used & Rental Textbooks	Business & Finance	boat	67.5963878632	bicycle	62.81285882										
0026441918	Marketing Essentials, Third Edition 3rd Edition	Business & Money	Marketing & Sales	tv	52.6527225971												
0026638959	Human Heritage 5th Edition	Teen & Young Adult	Education & Reference	mask	88.442581892	vase	69.9465692043										
0026766515	Tresors du temps (French Level 4) (French) 3rd Edition	Teen & Young Adult	Education & Reference	dog	54.0636360645												
0026834278	Electricity and Electronics Technology, Student Text (ELECTRICITY/ELECTR TECHNOLOGY) 7th Edition	Engineering & Transportation	Engineering	stop sign	78.4469544888												
0027172805	Better Not Get Wet, Jesse Bear Hardcover	Children's Books	Animals	teddy bear	88.1005823612												
002717350X	Jesse Bear, What Will You Wear? Hardcover	Children's Books	Growing Up & Facts of Life	sports ball	81.5965294838	teddy bear	61.7583036423										
0027173518	It's About Time, Jesse Bear: And Other Rhymes Hardcover	Children's Books	Animals	teddy bear	82.9390048981	teddy	75.8548557758										
0027197107	The Cat Who Went to Heaven Hardcover	Children's Books	Geography & Cultures	cat	70.8384394646	dog	61.9407773018										
0027379108	The Big Snow Hardcover	Children's Books	Animals	vase	70.7748532295												
0027426416	The Amazing Impossible Erie Canal Hardcover	Children's Books	History	horse	58.9339196682												
0027436225	Misty of Chincoteague Hardcover	Children's Books	Animals	horse	54.3780565262												
0027448002	Count and See Hardcover	Children's Books	Education & Reference	frisbee	95.964807272	sports ball	95.7708835602										
0027617319	Macmillan First Dictionary Hardcover	Children's Books	Education & Reference	dog	69.6241438389												
0027623629	Simon & Schuster's Children's Guide To Dinosaurs And Other Prehistoric Animals Hardcover	Children's Books	Animals	bird	98.9670813084	dog	94.1224217415										
0027888460	Coyote and the Laughing Butterflies Hardcover	Children's Books	Literature & Fiction	kite	98.0830550194												
0028024109	Pipe Trades Pocket Manual (OTHER TECHNOLOGY) Paperback	Crafts, Hobbies & Home	Home Improvement & Design	brass	81.74												
0028025008	The Pipe Fitter's and Pipe Welder's Handbook, Revised Edition Revised Edition	Crafts, Hobbies & Home	Home Improvement & Design	brass	75.06												
0028034635	Diesel Mechanics, Workbook 4th Edition	Engineering & Transportation	Automotive	motorcycle	50.7663011551												
0028172442	Communication Applications 1st Edition	Business & Money	Business Culture	tie	56.0770332813												
0028181484	Glencoe Writer's Choice: Grammar and Composition Grade 7 3rd Edition	Teen & Young Adult	Education & Reference	tv	82.8437507153	potted plant	64.9176478386										
0028230485	Economics: Principles & Practices Student Edition 1995 1st Edition	New, Used & Rental Textbooks	Business & Finance	bakery	71.96	bowl	64.6134436131										
0028251784	Algebra 2, Student Edition 4th Edition	Science & Math	Mathematics	stop sign	57.2895348072												
0028253264	Glencoe Algebra 1: Integration, Applications, Connections 4th Edition	Science & Math	Mathematics	bird	50.0482678413												
0028281578	Science Interactions Course 2 3rd Edition	Children's Books	Science, Nature & How It Works	vase	50.8036077023												
0028282094	Chemistry: Concepts and Applications	Teen & Young Adult	Education & Reference	vase	97.352296114	bottle	62.8459632397										
0028332407	Pre-Algebra	Science & Math	Mathematics	bicycle	51.6967236996												
0028603605	The Complete Book of Sauces Paperback	Cookbooks, Food & Wine	Cooking by Ingredient	potted plant	78.6030113697	bowl	71.5915024281	apple	65.9949839115	bottle	52.2629320621						
0028603672	Betty Crocker's Bread Machine Cookbook (Betty Crocker Home Library) Paperback	Cookbooks, Food & Wine	Baking	bakery	91.9992744923	sandwich	66.0291731358										
0028603869	Vegetarian Times Vegetarian Beginner's Guide Paperback	Cookbooks, Food & Wine	Vegetarian & Vegan	teddy bear	73.6520111561	bottle	61.073744297										
002860847X	Smokin' Joe: The Autobiography of a Heavyweight Champion of the World, Smokin' Joe Frazier Hardcover	Sports & Outdoors	Biographies	swimming_trunks	74.8967587948	donut	56.5088748932										
0028609883	California Pizza Kitchen Cookbook Hardcover	Cookbooks, Food & Wine	Regional & International	pizza	78.636187315												
0028609980	Memories of a Cuban Kitchen Paperback	Cookbooks, Food & Wine	Regional & International	bowl	86.0714495182												
0028610067	The Visual Food Encyclopedia: The Definitive Practical Guide to Food and Cooking 1st Edition	Cookbooks, Food & Wine	Cooking Education & Reference	tray	90.7128870487	donut	75.8482694626	potted plant	64.1214728355								
0028612124	Webster's New World Crossword Puzzle Dictionary Paperback	Humor & Entertainment	Puzzles & Games	crossword_puzzle	99.36												
0028612345	The Wedding Cake Book Hardcover	Cookbooks, Food & Wine	Baking	cake	83.0134570599												
0028612574	The Naturally Sweet Baker : 150 Decadent Desserts Made With Honey, Maple Syrup, and Other Delicious Alternatives to Refined Sugar Hardcover	Cookbooks, Food & Wine	Special Diet	cake	96.4496195316												
002861349X	New Classic Cocktails Hardcover	Cookbooks, Food & Wine	Beverages & Wine	wine glass	94.7471022606	scissors	87.7120554447										
0028615883	Vegetarian Times Low-Fat & Fast Paperback	Cookbooks, Food & Wine	Special Diet	bowl	83.1655323505												
0028618521	Weight Watchers Versatile Vegetarian Hardcover	Cookbooks, Food & Wine	Special Diet	cake	60.4028105736	pizza	60.3568613529										
0028619838	Vegetarian Times Low-Fat & Fast Asian Paperback	Cookbooks, Food & Wine	Cooking by Ingredient	pizza	75.18												
0028620577	Ken Schultz's Fishing Encyclopedia Hardcover	Reference	Encyclopedias & Subject Guides	bird	77.44987607												
0028621492	Vegetarian Times Low-Fat & Fast Mexican Paperback	Cookbooks, Food & Wine	Regional & International	pizza	68.9152181149	dining table	59.1127276421										
0028621573	Webster's New World Pocket Style Guide 1st Edition	Reference	Writing, Research & Publishing Guides	stop sign	99.9060094357												
0028622618	Betty Crocker's Vegetarian Cooking: Easy Meatless Main Dishes Your Family Will Love! Hardcover	Cookbooks, Food & Wine	Vegetarian & Vegan	pizza	98.4076201916	fork	82.3847353458										
0028623355	Nick Malgieri's Perfect Pastry: Create Fantastic Desserts by Mastering the Basic Techniques Paperback	Cookbooks, Food & Wine	Baking	pizza	74.1283476353												
0028623371	1,000 Jewish Recipes (1,000 Recipes) Hardcover	Cookbooks, Food & Wine	Special Diet	kite	57.4456214905												
0028630238	Betty Crocker Best Bread Machine Cookbook: The Goodness of Homemade Bread the Easy Way (Betty Crocker Cooking) Hardcover-spiral	Cookbooks, Food & Wine	Baking	sandwich	93.209862709												
0028631552	Betty Crocker's Best Chicken Cookbook (Betty Crocker Cooking) Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	fork	88.5453701019	pizza	70.6798672676										
0028633792	The Complete Idiot's Guide to the American Revolution Paperback	History	Americas	horse	77.1087050438												
0028634691	Betty Crocker's Slow Cooker Cookbook (Betty Crocker Cooking) Spiral-bound	Cookbooks, Food & Wine	Kitchen Appliances	bowl	56.8616271019												
0028636945	The Complete Idiot's Guide to Writing Well 1st Edition	Reference	Writing, Research & Publishing Guides	chair	57.2644233704	book	50.7860839367										
0028637623	Betty Crocker's Low-Fat, Low-Cholesterol Cooking Today (Betty Crocker Cooking) Hardcover	Cookbooks, Food & Wine	Regional & International	fork	57.8842878342												
0028639073	Complete Idiot's Guide to Simple Living Paperback	Crafts, Hobbies & Home	Home Improvement & Design	dog	55.5306196213												
0028644166	Mob Star: The Story of John Gotti New Ed Edition	Biographies & Memoirs	Specific Groups	tie	79.9868643284												
0028645952	Hollywood Rhapsody: The Story of Movie Music, 1900-1975 1st Edition	Arts & Photography	Music	cinema	80.156236887	scoreboard	79.606205225										
0028647165	A Sound Approach to Teaching Instrumentalists: An Application of Content and Learning Sequences 2nd Edition	Arts & Photography	Music	scissors	75.8522927761												
0028647378	Techniques of the Contemporary Composer 1st Edition	Arts & Photography	Music	oscilloscope	84.1800868511												
0028648641	20/20: 20 New Sounds of the 20th Century 1st Edition	Arts & Photography	Music	book	66.9845223427												
0028706307	New Music Composition Paperback	Arts & Photography	Music	scoreboard	55.8086276054												
0028740912	The Leader's Companion: Insights on Leadership Through the Ages 55676th Edition	Politics & Social Sciences	Politics & Government	stop sign	99.6703565121												
0029078830	Governing Prisons Paperback	Politics & Social Sciences	Politics & Government	Band_Aid	85.0177109241												
0029079373	The Elementary Forms of Religious Life Paperback	Religion & Spirituality	Religious Studies	tie	66.9469892979												
0029089255	Sick Societies: Challenging the Myth of Primitive Harmony Hardcover	Politics & Social Sciences	Anthropology	kite	66.2668645382												
0029096200	Comparative Analysis of Complex Organizations, Rev. Ed. Revised Edition	Business & Money	Management & Leadership	clock	63.3801698685												
0029123704	The Black Death: Natural and Human Disaster in Medieval Europe	Medical Books	Medicine	cat	73.1620550156												
0029183316	The Leadership Factor Hardcover	Business & Money	Management & Leadership	scoreboard	70.04												
0029184673	Corporate Culture and Performance Hardcover	Business & Money	Biography & History	brass	81.2468111515												
0029190908	Marketing Imagination, New, Expanded Edition Paperback	Business & Money	Management & Leadership	vase	74.057662487												
0029195160	Counting On Kindness Paperback	Medical Books	Psychology	stop sign	91.4448857307												
002921291X	Domestic Revolutions: A Social History Of American Family Life	New, Used & Rental Textbooks	Humanities	horse	66.8297469616												
0029236827	Racial Matters: The FBI's Secret File on Black America, 1960-1972 Reprint Edition	New, Used & Rental Textbooks	Humanities	tie	85.9700918198												
0030020786	Principles of Instrumental Analysis, 5th Edition 5th Edition	Science & Math	Chemistry	maze	89.52												
0030103525	ADVT’G,PROMO&SUPP ASPECTS OF MKT COM,4E+ (The Dryden Press Series in Marketing) 4th Edition	Business & Money	Marketing & Sales	clock	63.1593048573												
0030177448	Holt Modern Biology: Student Edition Grades 9-12 1999 1st Edition	Teen & Young Adult	Education & Reference	bird	81.5862953663												
0030202868	Form in Tonal Music: An Introduction to Analysis, Second Edition 2nd Edition	Arts & Photography	Music	oscilloscope	99.1083860397												
0030223695	Functional Anatomy of the Vertebrates: An Evolutionary Perspective 3rd Edition	New, Used & Rental Textbooks	Medicine & Health Sciences	bird	69.6327507496												
0030311063	Medical Spanish: A Conversational Approach (with Audio CD) (World Languages) 2nd Edition	Medical Books	Medicine	tie	60.7804894447	bicycle	52.1496653557										
0030339286	El proximo paso 2nd Edition	New, Used & Rental Textbooks	Humanities	umbrella	60.2008998394												
0030352991	The Ancient Near East: Ancient History Series, Volume I 1st Edition	New, Used & Rental Textbooks	Humanities	vase	76.7379105091												
0030355532	Applications of Microsoft Excel in Analytical Chemistry 1st Edition	Computers & Technology	Software	oscilloscope	69.73	clock	58.158403635										
0030368782	Holt Elements of Literature: Student Edition Grade 9 Third Course 2009 1st Edition	Teen & Young Adult	Education & Reference	book	72.0722079277												
0030390931	Holt Science Spectrum: Physical Science: Student Edition 2006 1st Edition	Teen & Young Adult	Education & Reference	book	53.8647651672												
0030398886	Bien dit!: Student Edition Level 1 2008 2013th Edition	Teen & Young Adult	Education & Reference	cup	55.019068718												
0030426979	Bien dit!: Student Edition Level 2 2008 1st Edition	Teen & Young Adult	Education & Reference	boat	64.2109692097												
003045204X	Holt iExpresate! Level 1, Student Edition 1st Edition	Children's Books	Education & Reference	horse	55.3601682186												
0030453720	¡Expresate!: Spanish 3	Teen & Young Adult	Education & Reference	boat	71.8872129917												
0030512379	Ven Conmigo: Adelante, Level 1A-1B (Spanish Edition) (Spanish)	Teen & Young Adult	Education & Reference	teddy	53.2758712769												
0030565413	Holt, Rinehart and Winston: Modern Biology Student Edition Edition	Teen & Young Adult	Education & Reference	bird	75.2236545086												
0030646812	Holt American Nation: Student Edition Grades 9-12 2003 1st Edition	Teen & Young Adult	Education & Reference	bird	79.1428506374	cat	64.4237518311										
0030650011	Allez, viens!: Cahier d’activités Level 2 1st Edition	Teen & Young Adult	Education & Reference	carton	90.4077887535	book	55.4757416248										
0030651786	Modern Biology: Student Edition 2006 1st Edition	Teen & Young Adult	Education & Reference	bird	90.3313994408												
003066473X	Holt Biology: Student Edition 2004 1st Edition	Teen & Young Adult	Education & Reference	dog	81.4901530743												
0030672783	Elements of Literature: First Course, Student Edition 1st Edition	Literature & Fiction	History & Criticism	boat	58.1198632717												
