asin	title	subcat1	subcat2	obj1	pb1	obj2	pb2	obj3	pb3	obj4	pb4	obj5	pb5	obj6	pb6	obj7	pb7	obj8	pb8
1935952706	Yin Yoga: Principles and Practice  10th Anniversary Edition Paperback	Health, Fitness & Dieting	Exercise & Fitness	person	99.4495332241														
1935952846	The Shark's Paintbrush: Biomimicry and How Nature is Inspiring Innovation Hardcover	Engineering & Transportation	Engineering	bow_tie	99.9370634556														
1935955039	Country of the Bad Wolfes Paperback	Literature & Fiction	Genre Fiction	person	94.580835104														
1935961896	The Art of Selling Real Estate Paperback	Business & Money	Marketing & Sales	pillow	67.2586739063														
193600335X	Those Glamorous Gabors: Bombshells from Budapest Paperback	Biographies & Memoirs	Leaders & Notable People	person	77.5328218937														
1936003392	Jacqueline Kennedy Onassis: A Life Beyond Her Wildest Dreams Paperback	Biographies & Memoirs	Arts & Literature	person	95.1482474804														
1936022834	Carson-Dellosa 3924 Everyday Words in Spanish: Photographic Flash Cards: Palabras de todos los días: fotográfico	Learning & Education	Flash Cards	clock	99.4419872761	carton	66.8786525726												
1936045095	THE CHURCH: SACRAMENT OF SALVATION			person	63.9066576958														
193604515X	The History of the Church, Semester Edition			person	51.5933334827														
1936045613	Introduction to Catholicism: A Complete Course Hardcover	Christian Books & Bibles		clock	56.0036957264														
1936107104	Duty Status Whereabouts Unknown Paperback	Literature & Fiction	Genre Fiction	person	76.1637449265														
1936128314	The Human Magnet Syndrome: Why We Love People Who Hurt Us Paperback	Self-Help	Relationships	jersey	53.7383139133														
193612842X	101 Trauma-Informed Interventions: Activities, Exercises and Assignments to Move the Client and Therapy Forward Paperback	Health, Fitness & Dieting	Mental Health	book	60.0749135017														
1936128462	Life After Loss: Contemporary Grief Counseling and Therapy Paperback	Self-Help	Relationships	chair	86.71464324	barber_chair	67.884516716												
1936128861	The Mindfulness Toolbox: 50 Practical Tips, Tools & Handouts for Anxiety, Depression, Stress & Pain Paperback	Health, Fitness & Dieting	Mental Health	brass	65.72														
1936140004	Over the Rainbow (Book & Audio CD) (Book & CD) Hardcover	Children's Books	Arts, Music & Photography	bird	57.1750581264	bubble	51.8456816673												
1936140136	Waking Up Is Hard to Do (Book & CD) Hardcover	Children's Books	Literature & Fiction	diaper	95.6887602806	clock	94.1820323467												
1936144301	Guns of Sevastopol: Empire and Honor Paperback	Literature & Fiction	Genre Fiction	person	63.5105192661														
1936221179	Evolution: Making Sense of Life First Edition, 1st Edition	New, Used & Rental Textbooks	Science & Mathematics	cowboy_boot	87.4687552452														
1936221365	Evolution: Making Sense of Life 1st Edition	New, Used & Rental Textbooks	Science & Mathematics	cowboy_boot	87.9141688347														
1936239272	Psychic Blues: Confessions of a Conflicted Medium Paperback	Religion & Spirituality	New Age & Spirituality	hair_spray	91.1458194256	person	80.0056219101												
1936239574	Dying for the Truth: Undercover Inside the Mexican Drug War by the Fugitive Reporters of Blog del Narco Paperback	Politics & Social Sciences	Politics & Government	person	73.6810982227														
193623971X	Yé-Yé Girls of '60s French Pop Paperback	Arts & Photography	Music	sunglasses	99.6977925301	person	97.5013554096												
1936260581	In Him Alone Is Our Hope: The Church According to the Heart of Pope Francis Paperback	Christian Books & Bibles	Catholicism	person	97.4818527699	bolo_tie	95.4744756222												
1936261278	Too Much Glue Hardcover	Children's Books	Activities, Crafts & Games	person	87.4372541904	bottle	53.1404078007												
193627468X	Carlos Marcello: The Man Behind the JFK Assassination Hardcover	History	Americas	person	95.1873421669	tie	82.2185993195	cup	66.7559146881										
1936303302	Insider's Guide to Egg Donation: A Compassionate and Comprehensive Guide For All Parents-to-Be Paperback	Health, Fitness & Dieting	Women's Health	diaper	84.8267316818	person	78.7422001362												
1936365553	Lucky Peach Issue 4 Single Issue Magazine	Cookbooks, Food & Wine	Cooking Education & Reference	Labrador_retriever	86.1301481724	person	52.3874342442												
1936399474	The Rejected Stone: Al Sharpton and the Path to American Leadership Hardcover	History	Americas	person	98.972016573	suit	92.2542989254	tie	84.4830274582										
1936399490	Honor Thy Thug (Thug Series) Paperback	Literature & Fiction	United States	person	88.0480110645														
1936474735	Hugo Ortega's Street Food of Mexico Hardcover	Biographies & Memoirs	Professionals & Academics	person	94.983035326	giant_panda	62.8606140614												
1936490021	Vienna 1922 Paperback	Humor & Entertainment	Puzzles & Games	clock	95.7722365856														
1936490218	Masters of the Chessboard, 21st Century Edition Paperback	Humor & Entertainment	Puzzles & Games	person	80.8943629265														
1936493071	Cooking for Two 2012 (America's Test Kitchen) Hardcover	Cookbooks, Food & Wine	Cooking Methods	tennis_ball	76.1058807373	orange	62.3991370201	dining table	53.7904560566										
193649308X	DIY Cookbook: Can It, Cure It, Churn It, Brew It Paperback	Cookbooks, Food & Wine	Beverages & Wine	cup	59.9010288715														
1936493411	Pressure Cooker Perfection: 100 Foolproof Recipes That Will Change the Way You Cook Paperback	Cookbooks, Food & Wine	Kitchen Appliances	bowl	57.887762785														
1936493438	Cooking for Two 2013 Hardcover	Cookbooks, Food & Wine	Cooking Methods	plate	89.5437419415	carrot	73.3681023121												
1936493527	The America's Test Kitchen Cooking School Cookbook: Everything You Need to Know to Become a Great Cook Hardcover	Cookbooks, Food & Wine	Beverages & Wine	person	84.9554419518	potter's_wheel	59.9816858768												
1936493543	The Best of America's Test Kitchen 2014 Hardcover	Cookbooks, Food & Wine	Regional & International	cake	62.1071398258	bakery	52.1425783634												
1936493578	Slow Cooker Revolution Volume 2: The Easy-Prep Edition: 200 All-New, Ground-Breaking Recipes Paperback	Cookbooks, Food & Wine	Kitchen Appliances	tennis_ball	98.2417881489	strawberry	92.1864151955	cake	91.0735309124										
1936493616	The How Can It Be Gluten Free Cookbook: Revolutionary Techniques. Groundbreaking Recipes. Paperback	Crafts, Hobbies & Home	Home Improvement & Design	sandwich	60.7156157494	crossword_puzzle	59.3516647816												
1936493837	The Complete Cooking for Two Cookbook: 650 Recipes for Everything You'll Ever Want to Make Paperback	Cookbooks, Food & Wine	Cooking Methods	eggnog	71.2339401245														
1936551136	Direct Hits Core Vocabulary of the SAT 5th Edition (2013) (Volume 1) 0005- Edition	Reference	Words, Language & Grammar	scale	55.3767740726	Band_Aid	53.21												
1936551144	Direct Hits Toughest Vocabulary of the SAT 5th Edition (Volume 2) 5th Edition	Reference	Words, Language & Grammar	pretzel	70.8505809307														
1936587270	Until the Wheels Fall Off: Life and Times in the 70's California Motorcycle Club Paperback	Biographies & Memoirs	Historical	person	77.5764882565	backpack	71.7819750309	motorcycle	60.9369695187										
1936608111	The 21-Day Sugar Detox: Bust Sugar & Carb Cravings Naturally Paperback	Cookbooks, Food & Wine	Special Diet	person	81.201094389	bowl	80.7382404804	apple	58.021235466										
1936608367	Against All Grain: Delectable Paleo Recipes to Eat Well & Feel Great Paperback	Cookbooks, Food & Wine	Special Diet	person	93.5352087021	potted plant	86.1786544323	cup	63.0516946316	bowl	57.4930787086								
1936608375	Make-Ahead Paleo: Healthy Gluten-, Grain- & Dairy-Free Recipes Ready When & Where You Are Paperback	Cookbooks, Food & Wine	Special Diet	person	81.3342809677	fork	77.5528848171	bowl	57.5080633163	cake	51.3566732407								
1936608391	The Paleo Approach: Reverse Autoimmune Disease and Heal Your Body 1st Edition	Cookbooks, Food & Wine	Special Diet	person	85.4980409145	carrot	64.5708322525	broccoli	52.38										
1936608588	Becoming a Supple Leopard: The Ultimate Guide to Resolving Pain, Preventing Injury, and Optimizing Athletic Performance Hardcover	Health, Fitness & Dieting	Exercise & Fitness	scissors	87.943726778														
1936608642	Strong Curves: A Woman's Guide to Building a Better Butt and Body Paperback	Health, Fitness & Dieting	Women's Health	person	96.4393377304	bikini	71.08												
1936608758	Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle Paperback	Cookbooks, Food & Wine	Special Diet	person	96.4609622955	cup	65.1136875153	bowl	54.9799740314										
1936608898	It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways Hardcover	Health, Fitness & Dieting	Diets & Weight Loss	tobacco_shop	66.7759895325														
1936661381	Everyday Happy Herbivore: Over 175 Quick-and-Easy Fat-Free and Low-Fat Vegan Recipes Paperback	Cookbooks, Food & Wine	Special Diet	bowl	80.6701123714	person	71.4049100876	cake	51.3485729694										
1936719061	Self-Reliance Hardcover	Literature & Fiction	Essays & Correspondence	hatchet	98.15														
193678274X	From Where I Stand - Flight #93 Pilot's Widow Sets the Record Straight Paperback	History	Americas	airplane	99.981456995	person	85.9006941319	bathing_cap	62.1553063393										
1936873060	Shopping for a Better Country Paperback	Literature & Fiction	Essays & Correspondence	cliff	52.79														
1936891034	Turning Pro: Tap Your Inner Power and Create Your Life's Work unknown Edition	Health, Fitness & Dieting	Psychology & Counseling	bottle	69.5237755775														
1936903075	The Biting Solution: The Expert's No-Biting Guide for Parents, Caregivers, and Early Childhood Educators Paperback	Education & Teaching	Schools & Teaching	person	90.9813225269														
1936941031	Verdure: Vegetable Recipes from the Kitchen of the American Academy in Rome, Rome Sustainable Food Project Hardcover	Cookbooks, Food & Wine	Regional & International	broccoli	99.903023243														
1936975866	Archie 1000 Page Comics-Palooza (Archie 1000 Page Digests) Paperback	Children's Books	Humor	stop sign	93.4902727604														
1937006212	A Handful of Quiet: Happiness in Four Pebbles Hardcover	Children's Books	Activities, Crafts & Games	Band_Aid	54.7396719456														
1937007081	Broken Blade (A Fallen Blade Novel) Mass Market Paperback	Literature & Fiction	Genre Fiction	person	75.8262515068														
1937007588	Magic Rises (Kate Daniels) Mass Market Paperback	Literature & Fiction	Genre Fiction	person	64.3915832043														
1937007677	Bared Blade (A Fallen Blade Novel) Mass Market Paperback	Literature & Fiction	Action & Adventure	person	59.5176517963														
1937007820	Steel's Edge (The Edge, Book 4) Mass Market Paperback	Science Fiction & Fantasy	Fantasy	person	88.9019191265														
1937057682	The Poetry Friday Anthology (Common Core K-5 edition): Poems for the School Year with Connections to the Common Core Paperback	Education & Teaching	Schools & Teaching	umbrella	60.9720408916														
193705778X	The Poetry Friday Anthology for Middle School (grades 6-8), Common Core Edition: Poems for the School Year with Connections to the Common Core State Standards (CCSS) for English Language Arts (ELA) Paperback	Education & Teaching	Schools & Teaching	umbrella	62.1193110943														
1937134180	Duct Tape Parenting: A Less is More Approach to Raising Respectful, Responsible and Resilient Kids Paperback	Health, Fitness & Dieting	Psychology & Counseling	tie	77.2225260735														
1937134709	Style Bible: What to Wear to Work Paperback	Business & Money	Job Hunting & Careers	person	80.2614569664	analog_clock	63.656771183												
1937378128	Face to Meet the Faces: An Anthology of Contemporary Persona Poetry Paperback	Literature & Fiction	Poetry	person	72.6664245129														
1937389170	Beach Rental: A Barefoot Book Paperback	Literature & Fiction	Contemporary	rocking_chair	99.91	chair	53.5439491272												
1937608018	The Dom Who Loved Me, Masters and Mercenaries, Book 1 (Masters & Mercenaries) Paperback	Literature & Fiction	Contemporary	person	96.2621927261														
1937608042	The Men with the Golden Cuffs, Masters and Mercenaries, Book 2 (Volume 2) Paperback	Literature & Fiction	Erotica	person	93.8109099865	bikini	52.4324953556												
1937608115	A Dom Is Forever (Masters and Mercenaries, Book 3) (Volume 3) Paperback	Literature & Fiction	Erotica	person	97.6806938648														
1937608131	On Her Master's Secret Service, Masters and Mercenaries, Book 4 (Volume 4) Paperback	Literature & Fiction	Erotica	person	92.495650053														
1937608182	Love and Let Die (Masters and Mercenaries) (Volume 5) Paperback	Literature & Fiction	Erotica	swimming_trunks	98.4472930431	person	95.0267195702												
1937608220	Dungeon Royale (Masters and Mercenaries) Paperback	Literature & Fiction	Erotica	person	85.9805226326														
1937632083	Metawhore; My Cock Don't Talk Politics			person	91.4870023727	bird	77.8379678726												
1937698920	A Long Line of Dead Men (Matthew Scudder) Paperback	Mystery, Thriller & Suspense	Mystery	cup	50.299924612														
1937702073	Reference Guide for Essential Oils Soft Cover 2013 Spiral-bound	Reference		person	96.2187886238	bottle	86.6052806377	dog	81.5567195415	container_ship	77.8504610062	potted plant	57.5880348682						
1937702103	Mini - Modern Essentials Usage Guide: *5th Edition* A Quick Guide to the Therapeutic Use of Essential Oils			bottle	91.6540026665														
1937715000	Skratch Labs Feed Zone Portables Cookbook	Cookbooks, Food & Wine	Kitchen Appliances	pill_bottle	99.1962850094														
1937715043	At Speed: My Life in the Fast Lane Paperback	Sports & Outdoors	Individual Sports	person	87.4483942986	mountain_bike	84.5	bicycle	57.891613245	crash_helmet	52.9263019562								
193771506X	Tour de France 100: A Photographic History of the World's Greatest Race Hardcover	Sports & Outdoors	Individual Sports	person	99.4071304798	bicycle	98.7449884415	bicycle-built-for-two	94.3219363689										
1937715086	The Elite Bicycle: Portraits of Great Marques, Makers, and Designers Hardcover	Sports & Outdoors	Individual Sports	tricycle	97.9970812798														
1937715132	My Time Paperback	Biographies & Memoirs	Arts & Literature	person	99.861574173														
1937715248	Pro Cycling on $10 a Day: From Fat Kid to Euro Pro Paperback	Sports & Outdoors	Individual Sports	person	94.5852935314	bicycle-built-for-two	93.124383688	mountain_bike	86.88	bicycle	58.2594156265	car	53.714877367						
1937735206	The Covenant, One Nation under God: America's Sacred & Immutable Connection to Ancient Israel Paperback	History	Americas	person	88.0258500576														
1937786005	The Man Who Dreamed of Elk Dogs: & Other Stories from Tipi (Wisdom Tales) Hardcover	Children's Books	Geography & Cultures	horse	70.0119912624														
1937786110	Custer's Last Battle: Red Hawk's Account of the Battle of the Little Bighorn Hardcover	Children's Books	Literature & Fiction	person	65.2266442776														
1937856046	Happy Herbivore Abroad: A Travelogue and Over 135 Fat-Free and Low-Fat Vegan Recipes from Around the World Paperback	Cookbooks, Food & Wine	Special Diet	person	87.53682971	potted plant	56.6181361675												
1937870014	Wilma Jean the Worry Machine Paperback	Children's Books	Growing Up & Facts of Life	kite	69.2338109016	person	54.1467428207												
1937870138	How To Be Comfortable In Your Own Feathers Paperback	Education & Teaching	Schools & Teaching	carton	64.77	bird	50.7213354111												
1937870162	But It's Just A Game Paperback	Education & Teaching	Schools & Teaching	person	81.5411388874														
1937994201	The World's Best Asian Noodle Recipes: 125 Great Recipes from Top Chefs Hardcover	Cookbooks, Food & Wine	Cooking by Ingredient	wok	73.6948609352														
1937994430	The Complete Tales & Poems of Edgar Allan Poe (Knickerbocker Classics) Hardcover	Literature & Fiction	Genre Fiction	binder	88.12	prayer_rug	63.5820508003												
1937994457	The Curious History of the Crossword: 100 Puzzles from Then and Now Paperback	Humor & Entertainment	Puzzles & Games	crossword_puzzle	93.0887401104	clock	82.1067392826												
1938067061	'White Girl Bleed A Lot': The Return of Racial Violence to America and How the Media Ignore It Paperback	Politics & Social Sciences	Social Sciences	stop sign	98.0529904366														
1938073460	Lucky Peach, Issue 6 Paperback	Cookbooks, Food & Wine	Cooking Education & Reference	cat	84.423071146	person	69.7464764118												
1938073614	Lucky Peach, Issue 8 Paperback	Cookbooks, Food & Wine	Cooking Education & Reference	hotdog	92.0995533466														
1938073622	Lucky Peach, Issue 9 Paperback	Cookbooks, Food & Wine	Cooking Education & Reference	French_horn	93.6591267586														
1938073789	29 Myths on the Swinster Pharmacy Hardcover	Children's Books	Action & Adventure	tobacco_shop	78.9256513119														
1938170245	Living with Juvenile Arthritis: A Parent's Guide Paperback	Health, Fitness & Dieting	Diseases & Physical Ailments	person	99.7209370136														
1938231503	The Medici Boy Hardcover	Lesbian, Gay, Bisexual & Transgender Books	Literature & Fiction	stop sign	61.3148927689														
1938326334	What's Under Your Cape?: SUPERHEROES of the Character Kind Paperback	Education & Teaching	Schools & Teaching	person	94.4999992847	basketball	56.7075133324												
193834023X	Training for the New Alpinism: A Manual for the Climber as Athlete Paperback	Sports & Outdoors	Miscellaneous	alp	85.2105438709														
1938340272	Simple Fly Fishing: Techniques for Tenkara and Rod and Reel Paperback	Science & Math	Biological Sciences	coho	68.7708377838														
1938441516	Dead Giveaway: The Rescue, Hamburgers, White Folks, and Instant Celebrity . . . What You Saw on TV Doesn’t Begin to Tell the Story . . . Paperback	Biographies & Memoirs	Arts & Literature	person	86.844342947														
1938467469	On Crosswords: Thoughts, Studies, Facts and Snark About a 100-Year-Old Pastime Paperback	Arts & Photography	History & Criticism	crossword_puzzle	100														
1938469003	IPA: Brewing Techniques, Recipes and the Evolution of India Pale Ale Paperback	Cookbooks, Food & Wine	Beverages & Wine	beer_glass	92.9	wine glass	88.284277916	dining table	59.1903746128	pill_bottle	56.1381816864	bottle	54.4383466244						
1938469011	For The Love of Hops: The Practical Guide to Aroma, Bitterness and the Culture of Hops (Brewing Elements) Paperback	Cookbooks, Food & Wine	Beverages & Wine	eggnog	83.7578117847	cup	55.7662427425												
1938469054	The Brewers Association's Guide to Starting Your Own Brewery Paperback	Cookbooks, Food & Wine	Beverages & Wine	person	75.4644632339														
1938469119	American Sour Beers Paperback	Cookbooks, Food & Wine	Beverages & Wine	wine glass	96.4148640633	person	61.077529192	red_wine	57.0579886436										
1938499344	Proofreading Secrets of Best-Selling Authors Paperback	Reference	Words, Language & Grammar	baseball	81.0638129711														
1938712110	Ottavia e i Gatti di Roma - Octavia and the Cats of Rome: A bilingual picture book in Italian and English (Italian Edition) (Italian) Paperback	Children's Books	Education & Reference	cat	99.8359382153														
1938875001	Imhotep the African: Architect of the Cosmos Paperback	History	Ancient Civilizations	person	92.8310275078														
1938983610	The Protestant's Dilemma: How the Reformation's Shocking Consequences Point to the Truth of Catholicism Paperback	Religion & Spirituality	Religious Studies	street_sign	91.4645969868														
1939370043	Home Brewing: A Complete Guide On How To Brew Beer Paperback	Cookbooks, Food & Wine	Beverages & Wine	bottle	88.7870192528	vase	85.5041801929	cup	80.6833148003	beer_bottle	75.3820300102	beer_glass	61.874973774						
1939370116	The Intelligent Investor (100 Page Summaries) Paperback	Business & Money	Investing	scoreboard	54.324555397														
1939416205	A Quest of Heroes: Book #1 in the Sorcerer's Ring Paperback	Teen & Young Adult	Science Fiction & Fantasy	fountain	96.5049624443														
1939481015	Scandalous Paperback	Literature & Fiction	United States	person	92.3101186752	maillot	73.8669574261												
1939487080	Hurry Up and Wait: Hawaii's Favorite Recipes for the Pressure Cooker and the Slow Cooker Spiral-bound	Cookbooks, Food & Wine	Regional & International	bowl	74.5990097523														
1939509025	Big Hair, Don't Care Paperback	Children's Books	Growing Up & Facts of Life	teddy bear	54.4289529324														
193952993X	It's All Greek to Me: Transform Your Health the Mediterranean Way with My Family's Century-Old Recipes Hardcover	Cookbooks, Food & Wine	Regional & International	person	84.7218811512	bottle	76.8190801144	cup	58.3717703819	wine glass	56.8253457546	dining table	53.7945866585						
1939529972	The China Study All-Star Collection: Whole Food, Plant-Based Recipes from Your Favorite Vegan Chefs Paperback	Cookbooks, Food & Wine	Vegetarian & Vegan	carrot	55.5892586708														
1939578000	God Bless America: Strange and Unusual Religious Beliefs and Practices in the United States Paperback	History	World	teddy	87.0945751667														
1939578191	Coming Out Atheist: How to Do It, How to Help Each Other, and Why Paperback	Religion & Spirituality	Religious Studies	person	50.9170591831														
1939673054	Their Virgin Secretary (Masters of Menage) (Volume 6) Paperback	Literature & Fiction	Erotica	person	65.6950831413														
1939786053	Captivated: A Club Destiny Novella (Volume 6) Paperback	Literature & Fiction	Erotica	person	98.1273531914	bikini	98.4527885914												
1939962315	The Billionaire's Obsession: The Complete Collection: Mine For Tonight, Mine For Now, Mine Forever, Mine Completely Paperback	Literature & Fiction	Erotica	swimming_trunks	94.4664001465	person	69.4463133812												
1940254043	Keeping the Brain in Mind: Practical Neuroscience for Coaches, Therapists, and Hypnosis Practitioners Paperback	Medical Books	Psychology	coil	51.6683340073														
1940262372	Unbreakable: A Navy SEAL’s Way of Life Paperback	Biographies & Memoirs	Leaders & Notable People	person	99.4758546352														
1940363101	Pretty Little Killers: The Truth Behind the Savage Murder of Skylar Neese Paperback	Biographies & Memoirs	True Crime	person	92.2975540161														
1940418003	Roll Hard (True Stories from &quot;licensed to kill, Hired guns in the war on terror&quot;)			person	80.2856981754	truck	60.1709067822												
1940887011	Forever Wicked: A Wicked Lovers Novella (1001 Dark Nights) Paperback	Romance	Contemporary	cup	51.6075789928														
1940941423	The End of the Innocence (Volume 3) Paperback	Literature & Fiction	Erotica	brassiere	99.9992847443														
1940978963	TEAS V Study Guide 2015: Test Prep and Practice Questions for the Teas Version 5			person	96.4366555214	scoreboard	70.2199697495												
1941098126	Alpha Paperback	Literature & Fiction	Erotica	balance_beam	98.2729554176	person	73.1048941612												
194123500X	Lucky Peach Issue 10: The Street Food Issue Paperback	Comics & Graphic Novels	Graphic Novels	refrigerator	80.0275564194														
1941235018	Lucky Peach Issue 11: All You Can Eat Paperback	Comics & Graphic Novels	Graphic Novels	tray	74.2392122746	bakery	57.48												
1941342019	The Beaumonts: Books 6&7 (The Beaumont Series) (Volume 1) Paperback	Literature & Fiction	United States	person	95.2880561352	brassiere	74.6357560158												
194141902X	Trenton Lord of Loss (Lonely Lords) (Volume 10) Paperback	Romance	Historical	person	85.4396998882														
1941419054	Worth Lord of Reckoning (Lonely Lords) (Volume 10) Paperback	Romance	Historical	person	76.5006422997														
1941419089	Hadrian Lord of Hope (Lonely Lords) (Volume 12) Paperback	Romance	Historical	person	77.6339173317														
1941815006	Kinfolk Volume 8 Paperback	Cookbooks, Food & Wine	Cooking Education & Reference	person	96.938085556	bowl	64.6395266056												
1941815081	Kinfolk Volume 9: The Weekend Issue Paperback	Cookbooks, Food & Wine	Cooking Education & Reference	person	88.7085020542	truck	81.470477581												
194181509X	Kinfolk Volume 10 Paperback	Cookbooks, Food & Wine	Cooking Education & Reference	shower_cap	99.7649252415	person	98.7746477127	fur_coat	59.9933028221										
1941815111	Kinfolk Volume 12: The Saltwater Issue Paperback	Cookbooks, Food & Wine	Cooking Education & Reference	person	96.2792813778	groom	92.7692174911												
2004104724	GETTING YOUR CHILD READY FOR OUTPATIENT SURGERY Paperback	Children's Books	Growing Up & Facts of Life	person	83.4614515305														
203541007X	Larousse Pocket Dictionary : Italian-English / English-Italian Bilingual Edition	New, Used & Rental Textbooks	Humanities	person	68.4133470058														
2035410096	Larousse Concise Dictionary: Spanish-English / English-Spanish Bilingual Edition	New, Used & Rental Textbooks	Humanities	stop sign	60.9821915627														
2035420482	Larousse Concise Dictionary: French-English/English-French (French Edition) (French) Revised Edition	New, Used & Rental Textbooks	Humanities	stop sign	77.2742211819														
2035700027	Larousse Concise French-English/English-French Dictionary (English and French Edition) Revised, Updated ed. Edition	New, Used & Rental Textbooks	Humanities	person	70.572924614	stop sign	52.1513640881												
206713535X	Provence French Riviera 527 Maps/Regional Michelin (English and French Edition) Map	Travel	Europe	doormat	69.0631330013														
2067170201	Michelin Ireland Map 712 (Maps/Country (Michelin)) Map	Travel	Europe	teddy bear	66.3272798061														
2067170279	Michelin Great Britain & Ireland Map 713 (Maps/Country (Michelin)) Map	Travel	Europe	teddy bear	53.3016145229														
2067173685	Michelin Road Atlas Europe (Atlas (Michelin)) Spiral-bound	Travel	Europe	sports ball	59.3299090862														
2067175009	Michelin Map Great Britain: England North & The Midlands 502 (Maps/Regional (Michelin)) Map	Travel	Europe	person	63.3131980896														
2067188143	Michelin Green Guide Provence (Green Guide/Michelin) Paperback	Travel	Europe	person	83.6537897587														
2067192981	Michelin France Atlas Spiral (Atlas (Michelin)) Spiral-bound	Travel	Europe	football_helmet	66.3869082928														
2070368076	Huis Clos, suivi de Les Mouches (Folio) (French Edition) Mass Market Paperback	Literature & Fiction	Classics	person	72.6373672485														
207057704X	Le Petit Nicolas a des ennuis (Folio Junior) (French Edition) (French) Paperback	Teen & Young Adult	Literature & Fiction	chair	74.0687549114	bicycle	63.9453351498												
208020081X	Cooking with Chocolate: Essential Recipes and Techniques Hardcover	Cookbooks, Food & Wine	Cooking Methods	candle	76.4551281929	cake	53.251439333												
2080200941	French Flair: Modern Vintage Interiors Hardcover	Crafts, Hobbies & Home	Home Improvement & Design	recreational_vehicle	84.8435461521	book	61.2016677856	studio_couch	57.1650445461										
2080201026	Muses: Women Who Inspire Hardcover	Arts & Photography	Photography & Video	person	84.4669699669														
208020128X	Lunch in Provence Hardcover	Cookbooks, Food & Wine	Regional & International	ladle	78.5718619823														
208020159X	Axel Vervoordt: Living with Light Hardcover	Crafts, Hobbies & Home	Home Improvement & Design	chair	65.3239369392														
2091830984	L'histoire de France (French) Paperback	Reference	Foreign Language Study & Reference	person	69.4600105286														
2218951983	Bescherelle: La Conjugaison Pour Tous (Bescherelle Francais) (French Edition) (French) Hardcover	Education & Teaching		sunscreen	52.5719940662														
2253011010	Le roi de fer (Les rois maudits, tome 1) (French Edition) (French) Mass Market Paperback	Literature & Fiction	Foreign Language Fiction	person	68.6927378178														
2253049417	Bilbo, Le Hobbit (French Edition) (French) Mass Market Paperback	Children's Books	Education & Reference	person	99.2053747177	slot	88.0278170109												
2352502578	Wheeled Armored Fighting Vehicles Hardcover	History	Military	truck	90.3671503067														
275940126X	A Privileged Life: Celebrating Wasp Style (Icons) Hardcover	Arts & Photography	Photography & Video	person	78.7431418896	bath_towel	63.1327271461												
2759404714	American Fashion Designers at Home (Trade) Hardcover	Crafts, Hobbies & Home	Crafts & Hobbies	chair	52.9999434948														
2843232503	Happy Times Hardcover	Arts & Photography	Photography & Video	person	98.2091128826	sunglasses	81.3447654247												
2843235189	Chanel: Fashion/ Fine Jewellery/ Perfume (Set of 3 Books) (Memoire) Hardcover	Arts & Photography	Graphic Design	person	75.0491976738														
2866425685	Masters of Cinema: Tim Burton Paperback	Arts & Photography	Performing Arts	mask	69.9350714684	person	67.0331418514												
2866428064	Tim Burton (Cahiers Du Cinema) Hardcover	Arts & Photography	Performing Arts	person	99.8291432858	stage	84.89	syringe	58.4560155869										
2867700833	The Orientalists: Painter Travellers Pocket Colour Series Paperback	Arts & Photography	History & Criticism	person	73.5554397106														
2894506570	Caillou: Day Care (Big Dipper) Mass Market Paperback	Children's Books	Growing Up & Facts of Life	teddy bear	79.7445833683	pencil_box	76.06												
2897180323	Caillou: I Can Brush My Teeth (Step by Step) Board book	Children's Books	Growing Up & Facts of Life	pencil_box	82.1220993996	teddy bear	53.5992860794												
2952796025	Facial Rejuvenation Acupressure: Look 10 Years Younger In 10 Min Per Day Paperback	Health, Fitness & Dieting	Alternative Medicine	cellular_telephone	99.8088300228	person	95.0515568256												
3438052229	Biblia Hebraica Stuttgartensia (Hebrew Edition) (Hebrew) 5th Revised Edition	Christian Books & Bibles	Churches & Church Leadership	brass	60.0551187992														
3540707034	Stable Isotope Geochemistry 6th ed. 2009 Edition	Science & Math	Earth Sciences	ping-pong_ball	75.761705637														
3767003708	German Cooking Today: The Original. Hardcover	Cookbooks, Food & Wine	Regional & International	bell_pepper	99.6162056923	vase	75.6928622723												
3791333275	Art Forms from the Ocean: The Radiolarian Prints of Ernst Haeckel Paperback	Arts & Photography	History & Criticism	strainer	85.8742594719														
3791338439	Impressionism: 50 Paintings You Should Know Paperback	Arts & Photography	History & Criticism	person	72.9597687721														
3791339362	Fashionista: A Century of Style Icons Hardcover	Arts & Photography	Photography & Video	gown	88.6014699936	person	76.4973819256												
379133977X	Coloring Book Frida Kahlo Paperback	Children's Books	Arts, Music & Photography	person	74.7685492039														
3791345303	50 Contemporary Artists You Should Know Paperback	Arts & Photography	History & Criticism	tv	56.0426592827														
3791346156	Frida Kahlo and Diego Rivera (Pegasus Series) Paperback	Arts & Photography	Individual Artists	theater_curtain	99.0307688713	person	66.028791666												
3791370995	The Cat and the Bird: A Children's Book Inspired by Paul Klee Hardcover	Children's Books	Arts, Music & Photography	carton	68.7060594559	kite	56.292361021												
3795795001	CARMINA BURANA CHORAL SCORE (MEN'S AND WOMEN'S PARTS BOTH INCLUDED) Paperback	Arts & Photography	Music	clock	86.8262767792														
3822819492	Manet Paperback	Arts & Photography	History & Criticism	person	81.3472986221														
